ID do comentário,ID do canal,Carimbo de data/hora em que o comentário foi criado,Preço,ID do comentário principal,ID do post,ID do vídeo,Texto do comentário,ID do comentário de nível superior
UgwyF8VN_cWEhfth7wB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-08-05T14:48:49.455197+00:00,0,,,HWTi4GQdzWg,"{""text"":""Me add aí pf""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab ""},{""text"":""\n""},{""text"":""Plataforma: PS4""}",
UgwNacsLpklGjOdQAtN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-21T16:06:53.168985+00:00,0,,,9oCM51BQIVM,"{""text"":""Melhor youtuber""}",
UgwVWIkCC_i6qwMm79h4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-21T13:31:47.820253+00:00,0,,,901_ShxnWWs,"{""text"":""Primeiro a comentar""}",
UgyVseHGdyj_B-F2SYl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-20T23:49:38.598297+00:00,0,,,AWk7Qv0AkoM,"{""text"":""Me add por favor nick: Maestro_Gab""},{""text"":""\n""},{""text"":""Plataforma: PS4""}",
Ugydzr-gnj2ImdJM_bx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-19T18:17:26.628241+00:00,0,,,cUqNb077JjQ,"{""text"":""Me add mantovani, nick: Maestro_Gab""},{""text"":""\n""},{""text"":""Plataforma: ps4""}",
UgztrkSti67v4ONmZK54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-19T18:08:46.380042+00:00,0,,,_TIRM23YAOs,"{""text"":""527 a comentar""}",
UgxH05CoaRQHTQ9rDFV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-19T17:22:14.997218+00:00,0,,,qvYdeCYL_10,"{""text"":""Nick: Maestro_Gab""},{""text"":""\n""},{""text"":""Plataforma: PS4""}",
UgyGFXRy-ETynJjocK14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-18T17:27:15.556364+00:00,0,,,TNYAZPf3l78,"{""text"":""Nick: Maestro_Gab""}",
Ugx7hCTcHb8i3q4MaPZ4AaABAg.8q6_pjd09Gd9BD8TWZHWH-,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-17T13:07:21.218389+00:00,0,Ugx7hCTcHb8i3q4MaPZ4AaABAg,,PAGgGTFY8kY,"{""text"":""Minha casa""}",Ugx7hCTcHb8i3q4MaPZ4AaABAg
UgyF2GQ0TWpCIfYihS94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-14T01:43:06.157975+00:00,0,,,IrYO0au9U3U,"{""text"":""Please me adiciona""}",
UgwG3HjVsxpVzVqxart4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-14T01:42:41.995468+00:00,0,,,IrYO0au9U3U,"{""text"":""Maestro_Gab""}",
UgzOmAbhC1FKwp1stu94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-10T17:36:22.529714+00:00,0,,,D9Ut73CohT0,"{""text"":""Eu queroooooooo o pacoteeeewww""}",
Ugynf9RHR1aM6ZJiZE94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-09T01:35:42.385947+00:00,0,,,-5ZkD_F1g68,"{""text"":""Quero o Capitão América pooooor favooooor""}",
UgzW9eazu0Lgl8SLOZ54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-08T20:09:49.413516+00:00,0,,,n196FPJ-YLI,"{""text"":""Vai dar certo""}",
Ugz34Cwn_pdWH-uULyZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-07-02T17:21:35.787444+00:00,0,,,ByH5pR76FAg,"{""text"":""Maestro_Gab""}",
UgyNzOqCtzzsCg_6bP14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-06-27T18:42:58.643046+00:00,0,,,3VMmFHX9VRI,"{""text"":""Muito bom""}",
UgwIbMngkpj7BRkDUFF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-06-19T23:15:50.568774+00:00,0,,,_-uTO2VMHEM,"{""text"":""Dividimos nosso almoço: o cameraman falou mato, só que estava escrito mano""}",
UgxyC4fSWbha7p69gO94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-06-08T22:37:07.077791+00:00,0,,,di_TfJKFvvI,"{""text"":""#Mamão"",""hashtag"":{""hashtagId"":""mamão""}}",
UgyzIoBKrFBI8WU7O4p4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-06-04T20:53:24.286823+00:00,0,,,BxsoDRQtAI4,"{""text"":""Quero a parte 2""}",
UgzUxgJCeGObR4mfBKJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T21:00:43.807912+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugzv_s_ylMp6IjUIJXZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T21:00:26.647627+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgwHEnVI_bURlLlvz9t4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T21:00:15.676796+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugyn5yL3VSuFAk4kHAZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T21:00:08.213035+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgzR4_hwhLWX6wPLTtd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T21:00:03.8528+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgwNb5LM4cuwxwOiRQN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:59.039195+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugy5lfe94WUfzFXuG_B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:49.394525+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgydqdVbS9xcYwhiH2F4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:40.55486+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgxAFWEYyo0igAkqUQV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:34.847118+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgwznqU-qu4a1v92LqZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:30.01473+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugw0pOO-CSyLhnOGAQN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:23.144782+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgxvdCT8FIT2cuxffOF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:17.225212+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugz0BL9JQqCgftk3v9B4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:59:11.941713+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugy1zr7uSnjcnxbJJOh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:44.012029+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugy-Cu6v-mSr0h5o3XJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:38.278378+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgyA7ES81sBZlT9kTGp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:33.756039+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgzjvHQeGo4bvQFhc4J4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:28.752886+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugx7TdNX_XodtaZfsmF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:23.737635+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgxvhVePILIw2QktxVR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:18.928255+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgwGl5c6IhbIB1pSHo14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:13.82776+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgwshhkE6DLhA7XvRv14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:58:02.288986+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgwSkL0iQ7vFNxM-TCh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:57:55.30815+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugxn8-hKtR4mcPD13zJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:57:44.041445+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgznsGXlTDUxO0i7U114AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:57:38.446264+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgzYk4b2HDoE1j1y-bx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:50:31.488977+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
UgyI8hIacDN2GH3n1OZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-29T20:50:24.772738+00:00,0,,,piqHtyH8E2g,"{""text"":""Plataforma: PS4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""}",
Ugy1RozUzvGIQ3Wraa14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-21T11:38:52.942629+00:00,0,,,1gScU8-zPjk,"{""text"":""Enaldinho fakezao""}",
UgwX9-0zRul6S2MYgGV4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-05-15T16:52:59.077369+00:00,0,,,ZkAO7PRA1Bg,"{""text"":""Plataforma: ps4""},{""text"":""\n""},{""text"":""Nick: Maestro_Gab""},{""text"":""\n""},{""text"":""Apoiador como sempre: canal intenso""}",
UgxyIRhIeCCbbKV__714AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-20T11:47:57.252795+00:00,0,,,DLpjgVuj-48,"{""text"":""Obrigado pela aula""}",
Ugx_sEZpIGF0WXnWEIB4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-17T22:46:26.077358+00:00,0,,,jzLQunoByDA,"{""text"":""17 de abril""}",
UgzPt91JXVkqo75ytZl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-15T18:14:01.483088+00:00,0,,,Bs1K7xXn9Ug,"{""text"":""Faz um vídeo de terror""}",
UgxUf0VPpfcuLgHlNuR4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-12T16:02:29.56912+00:00,0,,,HLvxWubqUms,"{""text"":""Deixa o like""}",
UgyfCvl4saUTnc6ahJ94AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-11T17:51:39.172895+00:00,0,,,UiI8VXHPMmM,"{""text"":""4 a comentar""}",
Ugys69tnfy6UQijXlpF4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-11T15:33:48.62507+00:00,0,,,6U1RcxzgIwA,"{""text"":""Me dá skin, se não eu vou começar a apoiar o flakes""}",
UgwFtXrVS4DNDk04C4N4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2020-04-10T23:07:18.151872+00:00,0,,,u5UTaK95a8w,"{""text"":""2 a comentar""}",
UgxJ9KZH-muzaiE4wOZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-05-25T02:06:18.941058+00:00,0,,,wVnBp6HAuRo,"{""text"":""Nescau""}",
UgyqfzW-Qjs952YbUKd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-05-21T19:41:35.768702+00:00,0,,UgyKXDI28P9EjzzqF814AaABCQ,,"{""text"":""Eu adoro seus vídeos""}",
UgwOof3pqVwzKNjIIQJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-04-26T19:46:07.850295+00:00,0,,, -ZRudXgLsNs,"{""text"":""#homemaranhasoumiau"",""hashtag"":{""hashtagId"":""homemaranhasoumiau""}}",
UgxBehaW892FX2OspIZ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-04-02T00:26:58.370791+00:00,0,,,qIcfqmbZX00,"{""text"":""#futebol"",""hashtag"":{""hashtagId"":""futebol""}}",
UgxmXAhGP5-Mvfq4-uh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-03-20T00:30:03.988296+00:00,0,,UgwWI5VL_LzBZorPaAx4AaABCQ,,"{""text"":""São Paulo e São Paulo""}",
UgzOREeAXnV-81iewjl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-01-25T20:48:28.544818+00:00,0,,,xAQ3QLYNFYk,"{""text"":""Tem problema""}",
UgzfeIpsldn0eTedrTt4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-01-18T11:41:23.110196+00:00,0,,UgwaBn8Ynaa2NGg5yYt4AaABCQ,,"{""text"":""Parte 8 do zap por favor""}",
UgxHbQDW2UIiQGpg0Vp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-01-15T01:53:36.871277+00:00,0,,,7kD9Peau8Y4,"{""text"":""Em turbo aparece uma placa escrita sherman""}",
UgzHOp0O2UZZ7_GRDKh4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2019-01-08T10:06:45.204159+00:00,0,,,9u-_jLcGGRE,"{""text"":""#AREACURIOSA"",""hashtag"":{""hashtagId"":""areacuriosa""}}",
Ugx1LTcTMsX6p6cTCKd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-12-21T01:10:10.516918+00:00,0,,,erKxhuuW2aw,"{""text"":""Amigo da Ana é Nicolas""}",
Ugw0Vxw6G8Gny6NrAih4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-11-13T17:41:59.201824+00:00,0,,UgyQdu8v2iRVRVbLMpp4AaABCQ,,"{""text"":""Coisas que bebês fazem""}",
UgyGhGoRnG7yDQ1GSwp4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-10-14T00:59:04.416184+00:00,0,,,8_2OW5Lqe8c,"{""text"":""Mega skarmory""}",
UgyttAbQmp0r79EVpo14AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-10-06T16:48:27.353292+00:00,0,,,uHRDYgONHt0,"{""text"":""Eu vou votar no BrUn1Nh0 P4s e 4M0r""}",
Ugy1XuGLguJ7SYO9mPN4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-10-04T00:01:25.96901+00:00,0,,,T7dT2M9XXGU,"{""text"":""Área Curiosa""}",
UgxB2fGicptdYKjgGq54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-08-20T23:29:06.087063+00:00,0,,UgzAdhd6Y9pGDrbT8BJ4AaABCQ,,"{""text"":""O bebê porque ele é engraçado""}",
UgwM_C5ePF6hAS5-oX54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-08-05T19:24:49.155847+00:00,0,,,RvX0aTQVGLQ,"{""text"":""Ir em um lugar longe e falar que é outro país""}",
Ugyc53nKveiKNK8ahaJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-07-30T13:27:55.105866+00:00,0,,,Ua5vODPbWxw,"{""text"":""#sorte"",""hashtag"":{""hashtagId"":""sorte""}}",
UgwGYpuaPD6-Y77_P1t4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-07-07T21:34:37.636806+00:00,0,,,n-Mn4Mpok7o,"{""text"":""#tinho"",""hashtag"":{""hashtagId"":""tinho""}}",
UgxjYsoehljKQjStrVd4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-07-07T21:34:23.175687+00:00,0,,,n-Mn4Mpok7o,"{""text"":""#soumiau"",""hashtag"":{""hashtagId"":""soumiau""}}",
UgyzREMQpgxGsGqvqC54AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-07-05T19:38:13.92042+00:00,0,,,xxcpbNLwiqI,"{""text"":""Eu iria escolher o Cristiano Ronaldo""}",
UgwpHC9dTI50AeqSK7Z4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-06-23T09:43:00.639653+00:00,0,,UgxAykRsNVK5xrG28GZ4AaABCQ,,"{""text"":""Você é demais merece mais que infinitos inscritos""}",
UgwpaV8jsaAl-CqwevJ4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-06-07T23:32:15.486599+00:00,0,,,X2DxAzIxZqU,"{""text"":""Homem aranha ""},{""text"":""#soumiauheroi"",""hashtag"":{""hashtagId"":""soumiauheroi""}},{""text"":""#""}",
UgwPbyCgw0xgfhWS1rx4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-05-17T00:22:46.048822+00:00,0,,,qP29Gxrywvg,"{""text"":""#soumiau"",""hashtag"":{""hashtagId"":""soumiau""}}",
UgzSiRGPFOPnN0vYL3V4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-05-17T00:21:26.018694+00:00,0,,,qP29Gxrywvg,"{""text"":""#acertouNão"",""hashtag"":{""hashtagId"":""acertounão""}}",
UgwiVZMpJgLy0bLRChl4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-04-05T14:15:04.183372+00:00,0,,,y66JG2VHgvk,"{""text"":""Para mim é o dos canhotos""}",
UgzANDhPsbrVBOD2GMt4AaABAg,UCDBnBJ2_rN3m97D1RNJju4Q,2018-03-09T23:05:31.753519+00:00,0,,,q-bc_CUihRY,"{""text"":""Eu dei like na Fanta uva""}",





